Cód.,Persona ID,Persona,CUIT/CUIL/CDI,MC Cód.,MC,Tipo Cuenta,Entidad Bursátil
2770,787,DUKAREVICH S A,30517535571,79,DUKAREVICH S A,Propia,MtR
1008,10,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,30500120882,8,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,Terceros,MtR
2008,10,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,30500120882,8,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,Propia,MtR
1800,2461,MERCADO ARGENTINO DE VALORES SA,30529177875,800,MERCADO ARGENTINO DE VALORES SA,Terceros,MtR
27624,2461,MERCADO ARGENTINO DE VALORES SA,30529177875,800,MERCADO ARGENTINO DE VALORES SA,Propia,MtR
1803,11415,INTEGRAR S.A.,30714369098,800,MERCADO ARGENTINO DE VALORES SA,CEL,MtR
1816,524296,V.N.R.  SA,30709903248,800,MERCADO ARGENTINO DE VALORES SA,CEL,MtR
1802,2765,OPTION SECURITIES S.A,30708050675,802,OPTION SECURITIES S.A,Terceros,MtR
27642,2765,OPTION SECURITIES S.A,30708050675,802,OPTION SECURITIES S.A,Propia,MtR
143500,4533,BANCO DE VALORES S A,30576124275,802,OPTION SECURITIES S.A,CER,MtR
1810,6800,BAHIA BLANCA SOCIEDAD DE BOLSA SAU,30664155873,810,BAHIA BLANCA SOCIEDAD DE BOLSA SAU,Terceros,MtR
48001,6800,BAHIA BLANCA SOCIEDAD DE BOLSA SAU,30664155873,810,BAHIA BLANCA SOCIEDAD DE BOLSA SAU,Propia,MtR
140550,18,BOERO Y CIA S A,30534987753,84,BOERO Y CIA S A,Propia,MtR
1084,18,BOERO Y CIA S A,30534987753,84,BOERO Y CIA S A,Terceros,MtR
1085,805,NEGOCIOS DE GRANOS SOCIEDAD ANONIMA,30663380865,85,NEGOCIOS DE GRANOS SOCIEDAD ANONIMA,Terceros,MtR
140695,805,NEGOCIOS DE GRANOS SOCIEDAD ANONIMA,30663380865,85,NEGOCIOS DE GRANOS SOCIEDAD ANONIMA,Propia,MtR
1086,536,MERCADO INTERNO SA,30680471114,86,MERCADO INTERNO SA,Terceros,MtR
141575,536,MERCADO INTERNO SA,30680471114,86,MERCADO INTERNO SA,Propia,MtR
1088,60,COFCO INTERNATIONAL ARGENTINA S.A.,33506737449,88,COFCO INTERNATIONAL ARGENTINA S.A.,Terceros,MtR
141803,60,COFCO INTERNATIONAL ARGENTINA S.A.,33506737449,88,COFCO INTERNATIONAL ARGENTINA S.A.,Propia,MtR
83000,2097704,DESCONTA TU FACTURA S.A.,30716564513,9,DESCONTA TU FACTURA S.A.,Propia,MtR
1009,2097704,DESCONTA TU FACTURA S.A.,30716564513,9,DESCONTA TU FACTURA S.A.,Terceros,MtR
1090,4356,COOPERATIVAS AGROPECUARIAS FEDERADAS DE ENTRE RIOS COOP. LTDA.,30700191849,90,COOPERATIVAS AGROPECUARIAS FEDERADAS DE ENTRE RIOS COOP. LTDA.,Terceros,MtR
141585,4356,COOPERATIVAS AGROPECUARIAS FEDERADAS DE ENTRE RIOS COOP. LTDA.,30700191849,90,COOPERATIVAS AGROPECUARIAS FEDERADAS DE ENTRE RIOS COOP. LTDA.,Propia,MtR
1092,3961,AGROSAFE SRL,33709450919,92,AGROSAFE SRL,Terceros,MtR
6724,3961,AGROSAFE SRL,33709450919,92,AGROSAFE SRL,Propia,MtR
48900,422,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,30525718626,92,AGROSAFE SRL,CEL,MtR
41116,37160,MUNICH RE TRADING LLC,30715910965,935,MUNICH RE TRADING LLC,Propia,MtR
